smsa66,smsa76,nearc2,nearc4,nearc4a,nearc4b,ed76,ed66,age76,daded,nodaded,momed,nomomed,momdad14,sinmom14,step14,south66,south76,lwage76,famed,black,enroll76,kww,iqscore,mar76,libcrd14,exp76
no,no,yes,no,no,no,16,10,25,12.0,no,15.0,no,yes,no,no,no,no,6.295266000000001,2,no,no,28.0,120.0,6,no,3
no,no,yes,yes,no,yes,10,9,25,8.0,no,8.0,no,yes,no,no,no,no,5.857933,8,no,no,26.0,91.0,5,no,9
no,yes,no,yes,yes,no,12,11,27,8.0,no,10.25,no,no,no,no,yes,no,6.224558,9,yes,no,17.0,76.0,6,yes,9
yes,yes,yes,yes,yes,no,15,14,33,16.0,no,12.0,no,yes,no,no,no,no,6.645091000000001,2,no,no,46.0,112.0,yes,yes,12
yes,yes,yes,yes,yes,no,12,9,26,9.94,yes,8.0,yes,no,yes,no,no,no,5.693732,9,no,no,26.0,,6,yes,8
yes,yes,no,yes,no,yes,12,12,34,11.0,no,12.0,no,yes,no,no,no,no,6.517671,6,no,no,37.0,92.0,yes,yes,16
yes,yes,no,yes,no,yes,14,10,25,12.0,no,12.0,no,yes,no,no,no,no,6.490724,3,no,yes,32.0,112.0,yes,yes,5
yes,yes,yes,yes,no,yes,12,12,31,9.94,yes,8.0,yes,no,yes,no,yes,yes,5.899898,9,yes,no,34.0,70.0,yes,yes,13
yes,no,yes,yes,yes,no,16,10,25,9.0,no,11.0,no,yes,no,no,no,no,6.165418,7,no,no,36.0,114.0,yes,yes,3
yes,yes,yes,no,no,no,12,10,26,12.0,no,12.0,no,yes,no,no,no,no,6.902742999999999,3,no,no,35.0,90.0,yes,no,8
yes,yes,no,yes,yes,no,12,12,31,8.0,no,6.0,no,yes,no,no,no,no,6.214608,8,no,no,33.0,96.0,yes,yes,13
yes,no,yes,yes,yes,no,13,9,25,14.0,no,12.0,no,no,no,yes,no,no,6.261492,2,no,no,28.0,,yes,yes,6
yes,yes,yes,yes,yes,no,9,8,29,10.0,no,12.0,no,yes,no,no,no,no,6.685861,6,no,no,26.0,,yes,yes,14
yes,yes,yes,yes,yes,no,14,8,24,12.0,no,9.0,no,no,no,yes,no,no,6.39693,5,no,no,26.0,,6,yes,4
no,yes,no,no,no,no,16,13,30,11.0,no,9.0,no,yes,no,no,no,no,6.444131,7,no,no,43.0,124.0,yes,yes,8
yes,yes,no,yes,yes,no,12,12,33,8.0,no,9.0,no,yes,no,no,yes,yes,6.519147,8,no,yes,44.0,100.0,4,yes,15
yes,yes,no,yes,yes,no,13,12,27,9.94,yes,8.0,yes,no,yes,no,no,no,6.131227,9,no,no,24.0,92.0,yes,yes,8
no,no,no,yes,yes,no,12,8,26,9.94,yes,6.0,yes,no,yes,no,yes,yes,5.529429,9,yes,no,25.0,,6,no,8
no,no,yes,no,no,no,8,7,33,7.0,no,10.0,no,yes,no,no,no,no,6.309918,8,no,no,34.0,,yes,no,19
no,no,no,no,no,no,17,11,27,8.0,no,14.0,no,yes,no,no,no,no,6.774224,6,no,no,40.0,,6,yes,4
yes,yes,no,yes,yes,no,18,17,33,13.0,no,12.0,no,yes,no,no,no,no,6.993933,2,no,no,48.0,114.0,yes,yes,9
no,no,no,no,no,no,12,12,29,9.94,yes,12.0,yes,yes,no,no,yes,yes,6.109248,4,no,no,38.0,101.0,yes,yes,11
no,no,yes,no,no,no,14,11,27,9.94,yes,10.25,yes,no,no,no,yes,yes,5.991465,9,yes,no,28.0,71.0,yes,no,7
no,yes,no,yes,no,yes,16,15,30,16.0,no,12.0,no,yes,no,no,yes,yes,6.3902410000000005,2,no,yes,49.0,113.0,yes,yes,8
no,no,no,yes,no,yes,8,7,25,9.94,yes,4.0,yes,no,yes,no,yes,yes,5.459586,9,yes,no,24.0,,yes,no,11
yes,yes,yes,yes,no,yes,12,7,24,12.0,no,14.0,no,yes,no,no,no,no,6.109248,2,no,yes,29.0,,6,yes,6
yes,yes,yes,yes,yes,no,12,9,25,12.0,no,12.0,no,yes,no,no,no,no,6.357842,3,no,no,32.0,125.0,yes,yes,7
yes,yes,yes,yes,yes,no,12,12,29,8.0,no,12.0,no,yes,no,no,no,no,7.090077000000001,6,no,no,40.0,100.0,yes,yes,11
yes,yes,yes,yes,no,yes,12,12,29,9.94,yes,12.0,yes,no,yes,no,yes,yes,5.926926,4,yes,no,41.0,93.0,6,yes,11
no,no,no,no,no,no,12,9,24,7.0,no,12.0,no,yes,no,no,yes,yes,6.030685,6,no,no,39.0,105.0,yes,yes,6
yes,yes,yes,yes,yes,no,12,11,28,9.94,yes,8.0,yes,yes,no,no,no,no,6.907755,9,no,no,34.0,90.0,yes,no,10
no,no,yes,no,no,no,16,11,27,10.0,no,12.0,no,yes,no,no,yes,yes,6.685861,6,no,no,39.0,117.0,yes,no,5
yes,yes,yes,yes,no,yes,12,12,33,9.94,yes,6.0,yes,no,yes,no,yes,yes,5.572154,9,yes,no,33.0,90.0,yes,no,15
no,no,yes,yes,yes,no,18,15,31,12.0,no,9.0,no,yes,no,no,no,no,6.822197,5,no,no,41.0,104.0,yes,yes,7
no,yes,no,yes,yes,no,18,15,31,12.0,no,12.0,no,yes,no,no,no,no,5.752573,3,no,no,30.0,,6,yes,7
no,no,no,yes,yes,no,12,12,33,4.0,no,8.0,no,yes,no,no,yes,yes,6.580639,8,no,no,40.0,,yes,no,15
yes,yes,no,yes,yes,no,18,17,34,18.0,no,16.0,no,yes,no,no,no,no,7.3382380000000005,1,no,no,47.0,112.0,yes,yes,10
no,no,no,no,no,no,12,9,25,12.0,no,10.25,no,no,no,no,no,no,5.476463,5,no,no,40.0,117.0,yes,no,7
yes,yes,no,yes,yes,no,12,8,24,11.0,no,10.25,no,no,no,no,no,no,6.461468,9,yes,no,37.0,,yes,no,6
yes,no,yes,yes,yes,no,12,12,33,11.0,no,10.25,no,yes,no,no,no,no,6.6120410000000005,9,no,no,44.0,,yes,yes,15
yes,yes,no,no,no,no,11,7,24,11.0,no,4.0,no,no,no,yes,yes,yes,6.33328,8,no,no,16.0,,yes,yes,7
yes,yes,yes,yes,no,yes,13,8,24,9.0,no,8.0,no,yes,no,no,no,no,6.285998,8,yes,no,31.0,,6,yes,5
yes,yes,yes,yes,yes,no,16,9,25,9.0,no,10.0,no,yes,no,no,no,no,6.437752,7,no,yes,35.0,132.0,yes,yes,3
yes,yes,yes,yes,yes,no,16,10,25,14.0,no,12.0,no,yes,no,no,no,no,6.551080000000001,2,no,no,42.0,123.0,yes,yes,3
yes,yes,yes,yes,yes,no,16,13,29,9.94,yes,10.25,yes,yes,no,no,no,no,6.486161,9,no,no,41.0,114.0,yes,yes,7
no,no,no,yes,no,yes,14,8,24,16.0,no,10.0,no,yes,no,no,yes,yes,5.857933,5,no,no,21.0,,6,no,4
yes,yes,yes,yes,yes,no,12,9,25,8.0,no,11.0,no,yes,no,no,no,no,6.214608,8,no,no,27.0,88.0,6,no,7
no,yes,no,yes,no,yes,14,12,28,16.0,no,13.0,no,yes,no,no,yes,yes,5.953243,1,no,no,36.0,110.0,yes,yes,8
no,no,yes,yes,no,yes,12,12,33,6.0,no,12.0,no,yes,no,no,no,no,6.745236,6,no,no,47.0,90.0,yes,yes,15
yes,no,yes,no,no,no,5,5,31,9.94,yes,10.25,yes,no,no,no,yes,yes,5.7462029999999995,9,no,no,12.0,,yes,no,20
no,no,yes,no,no,no,18,13,29,12.0,no,15.0,no,yes,no,no,no,no,6.43294,2,no,no,41.0,116.0,6,yes,5
no,no,yes,no,no,no,17,17,32,12.0,no,11.0,no,yes,no,no,yes,yes,5.846439,5,no,no,49.0,94.0,yes,yes,9
no,no,no,yes,yes,no,18,11,26,18.0,no,14.0,no,yes,no,no,no,no,6.175867,1,no,no,35.0,125.0,6,yes,2
yes,yes,yes,yes,yes,no,11,11,27,11.0,no,9.0,no,yes,no,no,no,no,6.437752,7,no,no,32.0,84.0,6,yes,10
yes,yes,yes,yes,yes,no,16,10,26,12.0,no,8.0,no,yes,no,no,yes,no,6.632002000000001,5,no,no,39.0,130.0,6,yes,4
no,no,no,yes,yes,no,12,8,24,9.94,yes,9.0,yes,no,yes,no,yes,yes,5.991465,9,no,no,32.0,,yes,yes,6
yes,yes,no,no,no,no,16,16,33,13.0,no,12.0,no,yes,no,no,yes,yes,6.453625,2,no,no,47.0,96.0,4,yes,11
no,no,no,no,no,no,12,12,31,12.0,no,12.0,no,yes,no,no,no,no,6.023448,3,no,no,21.0,85.0,yes,yes,13
yes,yes,yes,yes,yes,no,17,11,27,18.0,no,18.0,no,yes,no,no,no,no,6.9334229999999994,1,no,yes,46.0,124.0,6,yes,4
no,no,no,no,no,no,8,8,34,8.0,no,8.0,no,yes,no,no,no,no,5.857933,8,no,no,39.0,,yes,no,20
no,no,yes,no,no,no,13,13,33,9.94,yes,8.0,yes,yes,no,no,no,no,6.961296000000001,9,no,no,47.0,109.0,yes,yes,14
no,yes,no,yes,yes,no,15,8,25,7.0,no,8.0,no,yes,no,no,yes,yes,6.163315,8,yes,no,25.0,,6,no,4
yes,yes,no,yes,yes,no,12,8,25,15.0,no,9.0,no,yes,no,no,yes,yes,5.411646,5,yes,no,31.0,,yes,no,7
yes,no,no,no,no,no,16,13,28,12.0,no,12.0,no,yes,no,no,no,no,6.705639,3,no,no,49.0,113.0,yes,no,6
yes,yes,yes,yes,yes,no,14,13,29,14.0,no,14.0,no,yes,no,no,no,no,6.410175,1,no,no,46.0,108.0,yes,yes,9
yes,yes,no,yes,no,yes,17,16,33,6.0,no,9.0,no,yes,no,no,no,no,6.317165,8,no,yes,45.0,,yes,yes,10
yes,yes,no,no,no,no,12,12,32,10.0,no,11.0,no,yes,no,no,yes,yes,6.774224,7,no,no,39.0,98.0,yes,yes,14
yes,no,no,yes,no,yes,12,11,30,12.0,no,12.0,no,yes,no,no,no,no,6.50279,3,no,no,39.0,85.0,yes,yes,12
yes,yes,no,yes,no,yes,17,8,24,11.0,no,10.0,no,yes,no,no,no,no,6.109248,7,no,no,32.0,,yes,yes,1
no,yes,yes,no,no,no,18,8,24,12.0,no,12.0,no,yes,no,no,no,no,5.7037830000000005,3,no,no,44.0,,6,yes,0
no,no,no,yes,yes,no,11,10,25,8.0,no,8.0,no,yes,no,no,no,no,6.109248,8,no,no,22.0,96.0,4,yes,8
no,no,no,no,no,no,11,9,27,9.94,yes,13.0,yes,no,yes,no,yes,yes,5.521461,4,yes,no,14.0,,6,no,10
no,no,no,yes,no,yes,10,10,34,8.0,no,8.0,no,yes,no,no,yes,yes,5.991465,8,no,no,37.0,,yes,no,18
yes,yes,yes,yes,yes,no,12,10,25,12.0,no,12.0,no,yes,no,no,no,no,6.968851,3,no,no,19.0,96.0,6,yes,7
yes,yes,no,yes,no,yes,12,12,33,9.94,yes,10.25,yes,no,yes,no,yes,yes,6.986567,9,no,no,42.0,105.0,yes,yes,15
yes,yes,yes,yes,yes,no,18,13,29,14.0,no,12.0,no,yes,no,no,no,no,6.685861,2,no,no,44.0,115.0,yes,yes,5
yes,no,yes,no,no,no,10,7,24,9.94,yes,10.25,yes,no,no,no,yes,no,6.192362,9,no,no,22.0,,yes,no,8
yes,yes,no,yes,yes,no,18,14,29,12.0,no,12.0,no,yes,no,no,no,no,6.472346,3,no,no,39.0,110.0,4,yes,5
yes,yes,yes,yes,no,yes,12,9,27,5.0,no,12.0,no,yes,no,no,yes,yes,5.874931,6,no,no,20.0,53.0,6,no,9
yes,yes,yes,yes,yes,no,18,18,34,9.94,yes,12.0,yes,no,yes,no,no,no,6.357842,4,no,no,47.0,122.0,yes,yes,10
yes,yes,yes,yes,yes,no,13,9,25,9.94,yes,12.0,yes,no,no,no,no,no,5.7301,4,no,no,20.0,71.0,5,no,6
no,yes,no,no,no,no,12,10,25,9.94,yes,10.25,yes,no,no,no,no,no,6.580639,9,no,no,37.0,115.0,yes,yes,7
yes,yes,yes,yes,yes,no,18,17,34,16.0,no,12.0,no,yes,no,no,no,no,6.909753,2,no,no,40.0,121.0,yes,yes,10
yes,yes,yes,yes,yes,no,13,8,24,12.0,no,12.0,no,yes,no,no,no,no,5.6559919999999995,3,no,no,32.0,,6,yes,5
yes,yes,yes,yes,yes,no,18,11,26,9.94,yes,10.25,yes,yes,no,no,no,no,6.751100999999999,9,no,no,40.0,,yes,yes,2
yes,yes,no,yes,yes,no,16,12,28,12.0,no,12.0,no,yes,no,no,no,no,7.1561770000000005,3,no,no,26.0,98.0,yes,yes,6
yes,yes,yes,yes,no,yes,13,11,29,9.94,yes,12.0,yes,no,no,no,yes,yes,6.291569,4,yes,no,29.0,,4,no,10
no,no,no,yes,yes,no,12,10,25,12.0,no,12.0,no,yes,no,no,yes,yes,6.453625,3,no,no,32.0,,yes,yes,7
yes,yes,no,yes,no,yes,16,8,24,14.0,no,12.0,no,yes,no,no,yes,yes,5.616771,2,no,no,31.0,,6,yes,2
yes,yes,no,no,no,no,8,8,34,9.94,yes,10.25,yes,yes,no,no,yes,yes,5.521461,9,no,no,22.0,,4,no,20
no,no,yes,no,no,no,12,9,24,12.0,no,10.0,no,yes,no,no,yes,yes,6.287858,5,no,no,40.0,123.0,yes,no,6
yes,yes,no,yes,no,yes,12,12,29,4.0,no,3.0,no,no,no,no,yes,yes,6.2538290000000005,8,yes,no,18.0,74.0,yes,no,11
yes,yes,no,yes,yes,no,10,10,29,9.94,yes,10.25,yes,no,no,no,yes,yes,6.001415,9,yes,no,20.0,86.0,yes,yes,13
no,no,yes,no,no,no,12,12,33,10.0,no,12.0,no,yes,no,no,no,no,6.437752,6,no,no,37.0,102.0,yes,yes,15
no,no,yes,no,no,no,8,7,24,8.0,no,8.0,no,yes,no,no,no,no,6.035481,8,no,no,21.0,,yes,no,10
no,yes,no,no,no,no,12,10,26,12.0,no,11.0,no,yes,no,no,no,no,6.347389,5,no,no,25.0,101.0,yes,yes,8
no,yes,no,no,no,no,16,15,31,0.0,no,0.0,no,yes,no,no,yes,yes,6.431331,8,yes,no,27.0,,yes,no,9
no,no,no,no,no,no,14,10,26,8.0,no,12.0,no,yes,no,no,no,no,5.934894,6,no,no,32.0,108.0,yes,yes,6
yes,yes,no,yes,yes,no,12,12,32,12.0,no,8.0,no,yes,no,no,no,no,6.579250999999999,5,no,no,38.0,97.0,4,yes,14
yes,yes,no,no,no,no,13,13,30,8.0,no,8.0,no,yes,no,no,no,no,5.7301,8,no,no,36.0,102.0,yes,yes,11
yes,yes,no,yes,yes,no,13,8,25,9.94,yes,10.0,yes,no,yes,no,no,no,6.052089,9,yes,no,22.0,,6,yes,6
yes,yes,yes,yes,yes,no,12,8,24,12.0,no,12.0,no,no,no,yes,no,no,5.521461,3,no,no,29.0,,6,yes,6
yes,yes,yes,yes,no,yes,12,12,33,8.0,no,12.0,no,yes,no,no,no,no,6.40688,6,no,no,38.0,,yes,yes,15
no,no,no,no,no,no,12,9,25,9.94,yes,10.25,yes,no,no,no,no,no,5.7037830000000005,9,no,no,26.0,97.0,yes,no,7
yes,yes,yes,yes,yes,no,12,11,32,9.94,yes,10.25,yes,no,no,no,yes,yes,6.082219,9,no,no,36.0,104.0,yes,yes,14
no,no,no,no,no,no,12,12,34,12.0,no,9.0,no,yes,no,no,no,no,5.978886,5,no,no,42.0,105.0,yes,no,16
yes,yes,yes,yes,yes,no,15,10,25,10.0,no,10.25,no,no,no,no,no,no,5.298317,9,no,yes,33.0,93.0,6,yes,4
yes,no,yes,yes,no,yes,16,10,26,12.0,no,12.0,no,yes,no,no,yes,yes,6.5117449999999995,3,no,no,31.0,107.0,6,yes,4
no,no,no,no,no,no,12,12,28,8.0,no,8.0,no,yes,no,no,no,no,6.251904,8,no,no,28.0,107.0,yes,yes,10
yes,yes,no,yes,yes,no,16,12,30,8.0,no,10.0,no,yes,no,no,no,no,6.357842,8,no,no,37.0,115.0,4,yes,8
no,yes,yes,no,no,no,6,6,30,9.94,yes,8.0,yes,no,yes,no,yes,no,6.594413,9,yes,no,23.0,,yes,no,18
yes,yes,yes,yes,yes,no,16,9,24,12.0,no,10.0,no,yes,no,no,no,yes,5.940171,5,no,no,,,6,no,2
no,no,no,yes,no,yes,12,8,24,10.0,no,12.0,no,yes,no,no,no,no,5.717028,6,no,no,14.0,,yes,yes,6
yes,yes,yes,yes,yes,no,14,12,34,12.0,no,10.0,no,yes,no,no,no,no,6.109248,5,no,no,36.0,103.0,yes,yes,14
yes,yes,yes,no,no,no,12,9,24,17.0,no,14.0,no,yes,no,no,no,no,6.549651,1,no,no,33.0,125.0,5,no,6
no,yes,no,no,no,no,18,13,33,9.94,yes,10.25,yes,yes,no,no,no,no,6.39693,9,no,no,39.0,112.0,6,yes,9
yes,yes,yes,yes,yes,no,13,12,34,9.94,yes,12.0,yes,yes,no,no,no,no,6.561031,4,yes,no,37.0,92.0,yes,yes,15
yes,yes,no,yes,yes,no,13,10,27,12.0,no,10.0,no,yes,no,no,yes,yes,6.633317999999999,5,no,no,27.0,100.0,yes,yes,8
no,yes,no,no,no,no,14,10,26,10.0,no,12.0,no,yes,no,no,no,no,5.68358,6,no,no,39.0,109.0,6,yes,6
yes,yes,no,yes,yes,no,16,11,26,12.0,no,8.0,no,yes,no,no,no,no,6.161207,5,no,no,29.0,104.0,6,yes,4
yes,no,no,no,no,no,13,10,25,12.0,no,12.0,no,yes,no,no,no,no,6.086775,3,no,no,27.0,109.0,yes,yes,6
yes,yes,no,yes,no,yes,12,12,31,8.0,no,9.0,no,yes,no,no,no,no,5.736572,8,no,no,32.0,110.0,yes,yes,13
yes,yes,yes,yes,yes,no,9,9,26,9.94,yes,12.0,yes,no,yes,no,no,no,6.175867,4,no,no,31.0,86.0,4,yes,11
yes,yes,yes,yes,yes,no,12,10,26,6.0,no,11.0,no,yes,no,no,yes,no,5.805135,8,yes,no,34.0,103.0,yes,yes,8
yes,yes,no,no,no,no,11,11,33,9.0,no,8.0,no,yes,no,no,no,no,6.551080000000001,8,no,no,40.0,96.0,yes,no,16
yes,yes,yes,yes,yes,no,18,15,30,12.0,no,12.0,no,yes,no,no,no,no,7.0030660000000005,3,no,no,43.0,114.0,yes,yes,6
yes,yes,no,yes,yes,no,13,9,24,8.0,no,8.0,no,yes,no,no,no,no,5.986452,8,no,no,,116.0,yes,yes,5
yes,yes,no,yes,yes,no,16,16,34,12.0,no,12.0,no,yes,no,no,no,no,7.273787,3,no,no,48.0,,yes,no,12
yes,yes,yes,yes,yes,no,14,11,26,12.0,no,12.0,no,yes,no,no,no,no,5.926926,3,no,yes,28.0,113.0,yes,yes,6
yes,yes,no,yes,no,yes,14,9,24,9.0,no,12.0,no,yes,no,no,yes,yes,5.883322,6,no,no,40.0,120.0,yes,yes,4
yes,yes,no,yes,no,yes,16,13,34,6.0,no,10.0,no,yes,no,no,yes,yes,6.5117449999999995,8,no,no,51.0,83.0,yes,yes,12
yes,yes,no,yes,yes,no,14,14,33,12.0,no,12.0,no,yes,no,no,no,no,6.751100999999999,3,no,no,40.0,120.0,yes,yes,13
yes,yes,no,yes,yes,no,12,10,27,12.0,no,12.0,no,yes,no,no,no,no,6.240276000000001,3,no,no,46.0,73.0,6,yes,9
yes,yes,yes,yes,yes,no,18,15,30,12.0,no,12.0,no,yes,no,no,no,no,7.6024009999999995,3,no,no,48.0,105.0,yes,yes,6
no,no,yes,yes,yes,no,12,10,25,12.0,no,12.0,no,yes,no,no,no,no,6.234411,3,no,no,27.0,113.0,yes,yes,7
yes,yes,yes,yes,yes,no,13,12,31,8.0,no,12.0,no,yes,no,no,no,no,6.345636,6,no,no,40.0,93.0,5,yes,12
yes,yes,no,no,no,no,12,12,34,14.0,no,12.0,no,yes,no,no,no,no,6.580639,2,no,no,42.0,103.0,yes,yes,16
yes,yes,no,no,no,no,18,13,29,17.0,no,12.0,no,yes,no,no,no,no,6.063785,2,no,no,35.0,117.0,yes,yes,5
no,no,no,no,no,no,11,11,31,9.94,yes,7.0,yes,no,no,yes,yes,yes,5.7037830000000005,9,yes,no,25.0,,4,no,14
yes,yes,yes,yes,no,yes,12,9,30,6.0,no,10.25,no,yes,no,no,yes,yes,6.375025,9,no,no,27.0,,yes,no,12
no,yes,no,yes,no,yes,16,8,24,12.0,no,12.0,no,yes,no,no,yes,yes,6.270988,3,yes,yes,18.0,,yes,no,2
no,yes,no,no,no,no,17,11,28,8.0,no,8.0,no,yes,no,no,no,no,6.6214059999999995,8,no,no,32.0,79.0,yes,yes,5
yes,yes,yes,yes,yes,no,13,12,27,12.0,no,12.0,no,yes,no,no,no,no,6.278522,3,no,yes,50.0,105.0,yes,yes,8
no,yes,yes,no,no,no,12,9,25,9.94,yes,10.25,yes,no,no,no,yes,yes,5.8260000000000005,9,yes,no,26.0,90.0,6,no,7
no,no,no,yes,no,yes,10,10,33,9.0,no,8.0,no,no,yes,no,yes,yes,6.120297,8,no,no,38.0,,6,yes,17
no,yes,no,no,no,no,12,9,24,6.0,no,8.0,no,yes,no,no,yes,yes,6.214608,8,no,no,24.0,,yes,yes,6
yes,yes,no,yes,no,yes,13,8,24,9.94,yes,10.25,yes,no,no,no,yes,yes,6.001415,9,yes,no,26.0,,6,yes,5
no,no,no,no,no,no,11,11,28,12.0,no,15.0,no,yes,no,no,yes,yes,5.521461,2,no,no,24.0,85.0,5,yes,11
no,yes,yes,yes,yes,no,18,14,28,17.0,no,12.0,no,yes,no,no,no,no,6.74052,2,no,no,43.0,117.0,yes,yes,4
yes,yes,no,yes,no,yes,12,12,33,9.94,yes,10.25,yes,yes,no,no,no,no,6.551080000000001,9,no,no,47.0,90.0,yes,yes,15
yes,yes,yes,yes,yes,no,11,9,26,9.94,yes,10.0,yes,yes,no,no,no,no,5.7037830000000005,9,yes,no,25.0,95.0,6,no,9
